sample_name,min,max,mean,std,diff_min,diff_max,q25,q50,q75,count,count_nan
MAC000002-2012-10-31,0.0,2.1600001,0.28962043806047966,0.2554364768753038,-1.3310001,1.0340001,0.122,0.194,0.3755,959,0
MAC000002-2012-11-30,0.071,1.714,0.24785919525862068,0.20182164304877243,-1.127,1.008,0.126,0.197,0.273,1392,0
MAC000002-2012-12-31,0.069,1.692,0.23908736572580644,0.21091096978125018,-1.182,1.185,0.112,0.1695,0.268,1488,1
MAC000002-2013-01-31,0.071,1.603,0.24182807259905978,0.21257150658597912,-1.2500001,1.077,0.116,0.197,0.263,1489,0
MAC000002-2013-02-28,0.065,2.994,0.28389442401486986,0.3110729297674561,-1.6789999000000002,1.9830001,0.113,0.189,0.276,1345,0
MAC000002-2013-03-31,0.065,2.5239999,0.32247817320349226,0.3653209606073688,-1.397,2.2339999,0.106,0.15,0.404,1489,0
MAC000002-2013-04-30,0.067,1.681,0.2517244972241499,0.21618935354210975,-1.1600000000000001,1.1480001,0.111,0.161,0.345,1441,0
MAC000002-2013-05-31,0.068,1.398,0.20420685030221625,0.17495274037496106,-1.192,1.155,0.109,0.143,0.217,1489,0
MAC000002-2013-06-30,0.071,1.513,0.2082741151977793,0.1730105342098201,-1.291,1.165,0.116,0.148,0.218,1441,0
MAC000002-2013-07-31,0.069,1.546,0.18221692404298187,0.15089712177612843,-1.222,1.3880000000000001,0.109,0.139,0.187,1489,0
MAC000002-2013-08-31,0.075,1.266,0.18136333102753524,0.1499065799088443,-1.115,1.184,0.115,0.144,0.187,1489,0
MAC000002-2013-09-30,0.065,1.751,0.2232755031922276,0.22205471311988328,-1.148,1.168,0.102,0.134,0.248,1441,0
MAC000002-2013-10-31,0.075,1.965,0.25409805218267295,0.2471535741237781,-1.3349999000000001,1.706,0.115,0.158,0.255,1489,0
MAC000002-2013-11-30,0.072,2.095,0.2846106869535045,0.28015708943270434,-1.08,1.136,0.115,0.182,0.302,1441,0
MAC000002-2013-12-31,0.073,2.352,0.25316655473472127,0.23502533162632866,-1.1280001999999998,1.2770001,0.104,0.136,0.361,1489,0
MAC000002-2014-01-31,0.072,2.5039999,0.3294012095430108,0.3090943657739219,-1.188,1.8689999000000002,0.117,0.2395,0.437,1488,0
MAC000002-2014-02-28,0.072,2.447,0.31964329768875194,0.30744239687956804,-1.0450001,1.59,0.116,0.212,0.433,1298,0
MAC000003-2012-02-29,0.04,3.3789999,0.3939515407488987,0.4859110912108809,-1.5579999,3.0329999,0.14125,0.2055,0.3915,454,0
MAC000003-2012-03-31,0.047,3.704,0.3710664881128274,0.5340590703952014,-1.8489999999999998,3.1129999,0.106,0.167,0.289,1489,0
MAC000003-2012-04-30,0.036,2.3210001,0.30613462921582235,0.33564874145600304,-1.6660000000000001,1.641,0.121,0.169,0.325,1441,0
MAC000003-2012-05-31,0.065,2.1199999,0.27752486545698923,0.2991152144145672,-1.7159999,1.6339998999999998,0.125,0.171,0.27825,1488,0
MAC000003-2012-06-30,0.054,1.603,0.27108327550312283,0.3055218826902537,-1.425,1.49,0.119,0.168,0.271,1441,0
MAC000003-2012-07-31,0.047,1.744,0.25721692384150435,0.2912112473222716,-1.4409999999999998,1.561,0.111,0.152,0.273,1489,0
MAC000003-2012-08-31,0.052,1.748,0.2661490933512424,0.29974488808907973,-1.4729999999999999,1.637,0.116,0.156,0.28,1489,0
MAC000003-2012-09-30,0.029,1.6440001,0.2720104092297016,0.31050151890134947,-1.446,1.505,0.116,0.163,0.262,1441,0
MAC000003-2012-10-31,0.048,3.5280001,0.37384553472128945,0.4809058518865671,-2.1439999000000003,3.2729999000000003,0.125,0.184,0.352,1489,0
MAC000003-2012-11-30,0.034,3.921,0.6588278971547536,0.8944671950913713,-2.1590001,3.5430001,0.14,0.216,0.764,1441,0
MAC000003-2012-12-31,0.039,3.7920001,0.8344963056413701,1.0390427524878034,-2.3109998999999997,3.2039999000000003,0.144,0.231,1.669,1489,1
MAC000003-2013-01-31,0.034,3.575,0.7187877789791806,0.938757154892115,-2.6070000999999996,3.1319999999999997,0.123,0.202,0.922,1489,0
MAC000003-2013-02-28,0.036,3.3659999,0.7993122683271376,1.0106156087317377,-2.6050001,3.113,0.13,0.215,1.5779999,1345,0
MAC000003-2013-03-31,0.007,3.7290001,0.642258735954301,0.9550623212957914,-2.28,3.3560000999999997,0.066,0.178,0.46525000000000005,1488,0
MAC000003-2013-04-30,0.046,3.757,0.4984441356696738,0.7698887686882816,-3.033,3.3830001000000003,0.121,0.201,0.314,1441,0
MAC000003-2013-05-31,0.023,1.523,0.25146034939516126,0.3199478790508747,-1.4049999999999998,1.4530001000000001,0.084,0.151,0.239,1488,0
MAC000003-2013-06-30,0.025,1.617,0.2498091600277585,0.3122438190391395,-1.415,1.406,0.085,0.148,0.243,1441,0
MAC000003-2013-07-31,0.026,1.729,0.24761585003357955,0.2942779457048812,-1.397,1.6030000000000002,0.099,0.159,0.246,1489,0
MAC000003-2013-08-31,0.027,1.526,0.23916521161853593,0.29743404840799453,-1.405,1.4460001,0.091,0.146,0.235,1489,0
MAC000003-2013-09-30,0.032,1.573,0.24904371956974322,0.30581267186051375,-1.439,1.4629999999999999,0.089,0.153,0.245,1441,0
MAC000003-2013-10-31,0.034,1.559,0.23389590315648087,0.30345949585700116,-1.411,1.445,0.08,0.128,0.227,1489,0
MAC000003-2013-11-30,0.033,2.7190001,0.3726780021512838,0.5394358086584752,-1.6929999,2.6420001,0.094,0.173,0.282,1441,0
MAC000003-2013-12-31,0.028,2.8440001,0.34038683693754196,0.5013004189814719,-1.8369999000000001,2.682,0.088,0.152,0.264,1489,0
MAC000003-2014-01-31,0.028,2.964,0.4373566141705843,0.6794554789484931,-2.0370000999999998,2.6499999,0.075,0.113,0.303,1489,0
MAC000003-2014-02-28,0.028,3.0,0.40677657958397534,0.6556594370265902,-2.844,2.708,0.074,0.109,0.23475,1298,0
MAC000004-2012-05-31,0.0,0.309,0.031362023070097604,0.06739199170387193,-0.309,0.309,0.0,0.0,0.0,1127,0
MAC000004-2012-06-30,0.0,0.834,0.03345656855707107,0.07170303953222117,-0.7969999999999999,0.834,0.0,0.0,0.0,1393,0
MAC000004-2012-07-31,0.0,0.464,0.030754869039623906,0.06731517671068718,-0.42500000000000004,0.464,0.0,0.0,0.0,1489,0
MAC000004-2012-08-31,0.0,0.321,0.03172196104768301,0.06811489587628924,-0.319,0.312,0.0,0.0,0.0,1489,0
MAC000004-2012-09-30,0.0,0.305,0.032549618320610686,0.07011291836056162,-0.305,0.305,0.0,0.0,0.0,1441,0
MAC000004-2012-10-31,0.0,0.82,0.04085493619879113,0.0887271804155974,-0.477,0.754,0.0,0.0,0.003,1489,0
MAC000004-2012-11-30,0.0,0.67,0.03865232477446218,0.08047423161895434,-0.661,0.472,0.0,0.0,0.0,1441,0
MAC000004-2012-12-31,0.0,1.0650001,0.04192746816655474,0.0859164477974379,-0.6759999999999999,0.9840001,0.0,0.0,0.03,1489,1
MAC000004-2013-01-31,0.0,0.629,0.037587642713230354,0.07455407222884962,-0.327,0.629,0.0,0.0,0.0,1489,0
MAC000004-2013-02-28,0.0,0.69,0.04236059479553903,0.08789574668526477,-0.548,0.551,0.0,0.0,0.007,1345,0
MAC000004-2013-03-31,0.0,0.548,0.03985359301544661,0.0766092852260592,-0.543,0.548,0.0,0.0,0.035,1489,0
MAC000004-2013-04-30,0.0,0.326,0.03499653018736988,0.07089343030333814,-0.326,0.326,0.0,0.0,0.0,1441,0
MAC000004-2013-05-31,0.0,0.264,0.03357594086021505,0.06976134462741636,-0.264,0.264,0.0,0.0,0.0,1488,0
MAC000004-2013-06-30,0.0,0.279,0.03600208188757807,0.0688930380380135,-0.273,0.273,0.0,0.0,0.042,1441,0
MAC000004-2013-07-31,0.0,0.313,0.029062458025520484,0.06575522379696126,-0.308,0.313,0.0,0.0,0.0,1489,0
MAC000004-2013-08-31,0.0,0.299,0.03046474143720618,0.06634994185546883,-0.299,0.299,0.0,0.0,0.0,1489,0
MAC000004-2013-09-30,0.0,0.318,0.03303261623872311,0.06801310876014999,-0.318,0.318,0.0,0.0,0.0,1441,0
MAC000004-2013-10-31,0.0,0.353,0.034517797179314975,0.07042967102532655,-0.353,0.353,0.0,0.0,0.0,1489,0
MAC000004-2013-11-30,0.0,0.294,0.03601318528799445,0.07003810842379311,-0.294,0.294,0.0,0.0,0.0,1441,0
MAC000004-2013-12-31,0.0,0.313,0.03671188717259906,0.07005573529780613,-0.313,0.313,0.0,0.0,0.011,1489,0
MAC000004-2014-01-31,0.0,0.308,0.03635728676964406,0.0704798831372615,-0.308,0.308,0.0,0.0,0.0,1489,0
MAC000004-2014-02-28,0.0,0.297,0.036257318952234205,0.07101640137354023,-0.297,0.297,0.0,0.0,0.0,1298,0
MAC000006-2012-01-31,0.014,0.456,0.08312328767123288,0.06929725527783258,-0.338,0.265,0.042,0.076,0.105,73,0
MAC000006-2012-02-29,0.013,0.762,0.06676166547020818,0.05382895746335825,-0.653,0.727,0.035,0.055,0.082,1393,0
MAC000006-2012-03-31,0.013,0.66,0.05860846205507052,0.04678905370516775,-0.5840000000000001,0.591,0.033,0.049,0.075,1489,0
MAC000006-2012-04-30,0.013,0.64,0.061150589868147115,0.04958538036389732,-0.529,0.602,0.032,0.05,0.076,1441,0
MAC000006-2012-05-31,0.013,0.627,0.05607997311827957,0.04704716890186394,-0.46599999999999997,0.584,0.031,0.046,0.068,1488,0
MAC000006-2012-06-30,0.013,0.423,0.05152185981956974,0.04071559182487445,-0.33599999999999997,0.366,0.031,0.043,0.064,1441,0
MAC000006-2012-07-31,0.013,0.436,0.05570785762256548,0.04255151777982555,-0.354,0.404,0.031,0.047,0.068,1489,0
MAC000006-2012-08-31,0.013,0.429,0.054540631296171926,0.04045845964516272,-0.325,0.358,0.031,0.046,0.067,1489,0
MAC000006-2012-09-30,0.013,0.503,0.05377585010409438,0.042934078988604525,-0.359,0.47,0.031,0.044,0.065,1441,0
MAC000006-2012-10-31,0.013,0.589,0.06387844190732035,0.05002809021413811,-0.496,0.5529999999999999,0.032,0.053,0.081,1489,0
MAC000006-2012-11-30,0.013,0.801,0.07776277116864941,0.0644446572738096,-0.652,0.683,0.036,0.062,0.101,1429,0
MAC000006-2012-12-31,0.0,0.735,0.03018661257606491,0.052841123827378336,-0.645,0.667,0.0,0.0,0.044,1479,1
MAC000006-2013-01-31,0.0,0.657,0.05564741437206178,0.059086765823894785,-0.4640000000000001,0.625,0.015,0.044,0.079,1489,0
MAC000006-2013-02-28,0.013,0.774,0.07679776951672863,0.07015719484891668,-0.659,0.684,0.033,0.056,0.101,1345,0
MAC000006-2013-03-31,0.013,0.725,0.06988179986568167,0.06001203506524575,-0.647,0.6749999999999999,0.033,0.057,0.091,1489,0
MAC000006-2013-04-30,0.013,0.736,0.06331991672449688,0.05895944650533344,-0.642,0.704,0.032,0.051,0.076,1441,0
MAC000006-2013-05-31,0.013,0.601,0.05787239758226998,0.047016224575641925,-0.492,0.5409999999999999,0.031,0.048,0.072,1489,0
MAC000006-2013-06-30,0.013,0.57,0.05427897293546148,0.04206522591365256,-0.5009999999999999,0.5379999999999999,0.031,0.046,0.065,1441,0
MAC000006-2013-07-31,0.013,0.547,0.06010073875083949,0.045912162580747345,-0.395,0.432,0.034,0.051,0.073,1489,0
MAC000006-2013-08-31,0.0,0.469,0.031644728005372734,0.04412933902266363,-0.36,0.418,0.0,0.014,0.053,1489,0
MAC000006-2013-09-30,0.0,0.45,0.049009715475364334,0.04522666574525339,-0.382,0.41400000000000003,0.016,0.043,0.066,1441,0
MAC000006-2013-10-31,0.013,0.575,0.06048018804566824,0.045287950176039225,-0.478,0.49299999999999994,0.033,0.051,0.076,1489,0
MAC000006-2013-11-30,0.013,0.607,0.06736294240111033,0.05080229367309488,-0.506,0.571,0.032,0.057,0.091,1441,0
MAC000006-2013-12-31,0.013,0.703,0.07659368703828073,0.06345913076401247,-0.53,0.614,0.035,0.061,0.1,1489,0
MAC000006-2014-01-31,0.013,0.571,0.06891672263263936,0.05363259667227376,-0.49399999999999994,0.49999999999999994,0.034,0.056,0.09,1489,0
MAC000006-2014-02-28,0.013,0.546,0.06686209553158706,0.05143918203864688,-0.387,0.47700000000000004,0.03225,0.054,0.089,1298,0
MAC000007-2012-09-30,0.026,1.5599999,0.15221474326923076,0.19414636579777578,-1.3649999,1.123,0.061,0.083,0.145,312,0
MAC000007-2012-10-31,0.025,1.8660001,0.17302216252518468,0.2020321630076282,-1.4689999999999999,1.6550000999999999,0.067,0.102,0.202,1489,0
MAC000007-2012-11-30,0.028,1.707,0.20270020839694658,0.22531449493571662,-1.373,1.408,0.077,0.123,0.235,1441,0
MAC000007-2012-12-31,0.031,1.988,0.20121961054398926,0.22250891837347248,-1.2000000000000002,1.455,0.071,0.113,0.255,1489,1
MAC000007-2013-01-31,0.026,1.691,0.20398522491605106,0.22311799425998483,-1.3310000000000002,1.536,0.074,0.127,0.237,1489,0
MAC000007-2013-02-28,0.026,1.755,0.1989732142857143,0.2258213453500836,-1.266,1.3739999999999999,0.07,0.125,0.221,1344,0
MAC000007-2013-03-31,0.026,3.0899999,0.27267293472128945,0.34541797460458745,-1.5589999,1.3370000999999998,0.083,0.142,0.282,1489,0
MAC000007-2013-04-30,0.024,1.8380001,0.20886953497571129,0.2363929276593001,-1.398,1.3940000000000001,0.083,0.13,0.21,1441,0
MAC000007-2013-05-31,0.021,1.778,0.17217998643384821,0.2054421036485139,-1.324,1.599,0.069,0.102,0.174,1489,0
MAC000007-2013-06-30,0.02,1.614,0.1695399027758501,0.1793300994203738,-1.127,1.4360000000000002,0.075,0.111,0.181,1441,0
MAC000007-2013-07-31,0.024,1.6849999,0.1803116182001343,0.17264118488147304,-1.5579999,1.5479999,0.098,0.124,0.19,1489,0
MAC000007-2013-08-31,0.02,1.553,0.16360107454667563,0.16153634665042765,-1.337,1.1340000000000001,0.077,0.109,0.183,1489,0
MAC000007-2013-09-30,0.017,1.365,0.14358015274115196,0.17426098568241627,-1.124,1.1259998999999998,0.058,0.081,0.155,1441,0
MAC000007-2013-10-31,0.02,1.608,0.183076561450638,0.2005721710285987,-1.304,1.334,0.07,0.111,0.208,1489,0
MAC000007-2013-11-30,0.016,1.597,0.18435669680777236,0.20150610142128103,-1.172,1.358,0.065,0.111,0.212,1441,0
MAC000007-2013-12-31,0.017,3.7839999,0.258174176395427,0.3448604863675249,-1.1640001000000002,1.369,0.066,0.126,0.311,1487,0
MAC000007-2014-01-31,0.015,1.679,0.23052320087424344,0.26077274436222264,-1.358,1.455,0.069,0.136,0.26,1487,0
MAC000007-2014-02-28,0.017,2.0220001,0.22682896771956856,0.2719578127592209,-1.758,1.145,0.06925,0.139,0.242,1298,0
MAC000008-2012-05-31,0.1,1.7359999,0.3547310395621579,0.24125008722160138,-0.939,1.041,0.1955,0.256,0.43,1279,0
MAC000008-2012-06-30,0.131,2.049,0.3585025128499641,0.27642711287927807,-1.686,1.69,0.19,0.25,0.421,1393,0
MAC000008-2012-07-31,0.135,1.943,0.3443122903962391,0.24443305939519794,-1.568,1.62,0.203,0.259,0.369,1489,0
MAC000008-2012-08-31,0.125,1.961,0.3210288784419073,0.20470815141184204,-1.489,1.649,0.205,0.25,0.354,1489,0
MAC000008-2012-09-30,0.122,1.656,0.32864374979166666,0.19835560551201403,-1.317,1.384,0.20275,0.2525,0.395,1440,0
MAC000008-2012-10-31,0.11,1.755,0.3979744795836132,0.19325222604997527,-1.0959999999999999,1.4939999999999998,0.269,0.333,0.49,1489,0
MAC000008-2012-11-30,0.108,1.757,0.407843641695622,0.21726761387700705,-0.9740001,1.3039999999999998,0.274,0.357,0.479,1439,0
MAC000008-2012-12-31,0.164,1.96,0.433183344593687,0.24095102962641465,-1.244,1.455,0.292,0.36,0.471,1489,1
MAC000008-2013-01-31,0.168,1.744,0.460265278710544,0.2783068578868436,-0.9349999999999999,1.062,0.281,0.353,0.513,1489,0
MAC000008-2013-02-28,0.169,2.1700001,0.4610832710780669,0.27140578176944075,-0.913,1.3520001000000001,0.293,0.365,0.507,1345,0
MAC000008-2013-03-31,0.192,3.5810001,0.4404398926124916,0.26851227158348634,-1.9100001,3.017,0.289,0.343,0.472,1489,0
MAC000008-2013-04-30,0.166,1.584,0.40969812623178353,0.1821792492312795,-0.6789999,0.963,0.283,0.338,0.473,1441,0
MAC000008-2013-05-31,0.094,0.889,0.36698589657488245,0.1690051947407145,-0.45899999999999996,0.593,0.247,0.303,0.453,1489,0
MAC000008-2013-06-30,0.0,1.2410001,0.3677598890353921,0.16072745888319387,-0.7100000999999999,0.708,0.261,0.301,0.413,1441,0
MAC000008-2013-07-31,0.044,2.9300001,0.3587662860980524,0.22832561822834577,-2.328,2.1750001,0.236,0.301,0.439,1489,0
MAC000008-2013-08-31,0.048,3.0,0.2063425116856951,0.23859811063523984,-2.755,2.846,0.093,0.145,0.229,1489,0
MAC000008-2013-09-30,0.048,3.507,0.2377092297015961,0.24952640302103232,-3.149,2.2260001,0.118,0.173,0.261,1441,0
MAC000008-2013-10-31,0.041,2.7349999,0.28120617801724135,0.26170913525629924,-1.9350001,2.3849999,0.124,0.196,0.347,1392,0
MAC000009-2012-09-30,0.029,1.277,0.1745984251968504,0.1479662662041546,-1.149,0.739,0.08175,0.141,0.215,508,0
MAC000009-2012-10-31,0.029,1.425,0.1877783748153123,0.16401186083091643,-1.236,0.8899999999999999,0.083,0.157,0.228,1489,0
MAC000009-2012-11-30,0.029,1.451,0.19021929215822345,0.155003473759636,-1.24,0.908,0.085,0.16,0.24,1441,0
MAC000009-2012-12-31,0.028,2.198,0.20319610476830088,0.19088119928812208,-1.818,1.2910001,0.089,0.163,0.243,1489,1
MAC000009-2013-01-31,0.037,1.6289999,0.19644459361987912,0.16900925603046285,-1.411,1.162,0.091,0.166,0.238,1489,0
MAC000009-2013-02-28,0.038,1.516,0.18868773249070633,0.1739280461487865,-1.2489999999999999,1.362,0.093,0.149,0.216,1345,0
MAC000009-2013-03-31,0.029,1.576,0.17950638005372735,0.16875693139665524,-1.3,1.403,0.085,0.134,0.203,1489,0
MAC000009-2013-04-30,0.027,1.434,0.1559014573907009,0.1527399073410584,-1.287,0.9540000000000001,0.075,0.113,0.184,1441,0
MAC000009-2013-05-31,0.028,1.505,0.14740564130288786,0.1508733954750131,-1.3679999999999999,1.23,0.067,0.112,0.169,1489,0
MAC000009-2013-06-30,0.028,1.739,0.155200418924581,0.16220476335243625,-1.5270000000000001,1.3119999999999998,0.068,0.121,0.18125,1432,0
MAC000009-2013-07-31,0.028,1.967,0.15443989254533244,0.14440505231231282,-1.804,1.452,0.075,0.126,0.186,1489,0
MAC000009-2013-08-31,0.029,1.811,0.13906312968435192,0.14311442773744082,-1.662,1.0250001,0.064,0.099,0.168,1489,0
MAC000009-2013-09-30,0.03,1.544,0.1702921584316447,0.1691832023696104,-1.369,1.404,0.077,0.13,0.194,1441,0
MAC000009-2013-10-31,0.03,2.4349999,0.1789187375419745,0.17956584703279196,-2.2839999000000004,1.5169999,0.081,0.138,0.208,1489,0
MAC000009-2013-11-30,0.027,1.763,0.18988619021512837,0.17308201637479775,-1.6349999999999998,1.253,0.091,0.148,0.22,1441,0
MAC000009-2013-12-31,0.028,1.721,0.20878710530557423,0.19901061572454212,-1.4620000000000002,1.221,0.089,0.154,0.251,1489,0
MAC000009-2014-01-31,0.035,1.602,0.2025540631296172,0.18317653344387438,-1.381,1.157,0.09,0.151,0.245,1489,0
MAC000009-2014-02-28,0.036,1.636,0.1965362095531587,0.18203673534417625,-1.4229999999999998,1.446,0.091,0.149,0.23175,1298,0
MAC000010-2012-09-30,0.139,2.48,0.5473890681672026,0.41692792211323304,-1.7180001,1.589,0.244,0.413,0.6705000000000001,311,0
MAC000010-2012-10-31,0.135,2.7420001,0.5458225803763441,0.3960670200350961,-1.9279998999999997,2.035,0.249,0.426,0.6875,1488,0
MAC000010-2012-11-30,0.135,2.6289999,0.5556009717557252,0.41908496833120423,-1.8550001,1.9749999000000003,0.233,0.422,0.741,1441,0
MAC000010-2012-12-31,0.138,3.4230001,0.6732357286098053,0.5194366861204779,-2.257,2.182,0.238,0.516,0.93,1489,1
MAC000010-2013-01-31,0.136,3.1900001,0.6011511071188718,0.4670670790175286,-2.6570001,2.4470001,0.236,0.459,0.791,1489,0
MAC000010-2013-02-28,0.141,2.5840001,0.5733479551672862,0.43441032876174324,-1.7419999000000002,1.7049999000000002,0.236,0.441,0.708,1345,0
MAC000010-2013-03-31,0.147,3.2130001,0.6006218934184017,0.45618951755695925,-2.332,2.311,0.268,0.455,0.761,1489,0
MAC000010-2013-04-30,0.143,2.76,0.47578695343511446,0.3851694065700932,-2.1769999999999996,2.2869998999999996,0.218,0.326,0.591,1441,0
MAC000010-2013-05-31,0.142,2.6010001,0.4871685691739422,0.3585113916471001,-1.482,2.1820000999999998,0.236,0.364,0.607,1489,0
MAC000010-2013-06-30,0.122,2.539,0.4615294932685635,0.33994430600706715,-1.9519998999999997,1.8520000999999997,0.226,0.347,0.576,1441,0
MAC000010-2013-07-31,0.123,2.464,0.46430557414372065,0.32222546398787455,-1.5839999999999999,1.694,0.243,0.342,0.573,1489,0
MAC000010-2013-08-31,0.122,2.227,0.4846783083948959,0.33971456554370044,-1.741,1.655,0.238,0.373,0.605,1489,0
MAC000010-2013-09-30,0.114,2.6600001,0.4858334491325469,0.3629382719485747,-1.7599999999999998,1.6939999,0.223,0.375,0.623,1441,0
MAC000010-2013-10-31,0.115,2.9159999,0.4895446609805238,0.3712994431079977,-2.1289999,1.8889999,0.214,0.379,0.612,1489,0
MAC000010-2013-11-30,0.113,2.6949999,0.510301873351839,0.40497471463218426,-1.8570001,1.7950001,0.202,0.408,0.645,1441,0
MAC000010-2013-12-31,0.123,4.1890001,0.7376574878441907,0.5800005371163366,-2.2700001,2.8180000000000005,0.277,0.556,1.001,1489,0
MAC000010-2014-01-31,0.119,3.4760001,0.6413633314304902,0.524017290593229,-2.428,2.3790001000000003,0.245,0.493,0.839,1489,0
MAC000010-2014-02-28,0.15,2.628,0.564995377118644,0.42334083130827815,-1.8399999,1.9099998999999999,0.245,0.435,0.736,1298,0
MAC000011-2012-10-31,0.07,1.582,0.44588428122270746,0.31469384277086476,-0.952,1.029,0.22025,0.3625,0.5465,458,0
MAC000011-2012-11-30,0.05,2.115,0.40640111075641916,0.3219029415319224,-1.162,1.3820000000000001,0.181,0.316,0.509,1441,0
MAC000011-2012-12-31,0.051,2.2119999,0.4255030257565568,0.3316459283873989,-1.238,1.315,0.181,0.329,0.5375000000000001,1487,1
MAC000011-2013-01-31,0.05,2.3369999,0.41316386803223637,0.3339765246115178,-1.49,1.2989998999999999,0.166,0.311,0.524,1489,0
MAC000011-2013-02-28,0.049,2.096,0.38161040899628257,0.3058519599160498,-1.2630001,1.179,0.157,0.289,0.496,1345,0
MAC000011-2013-03-31,0.057,2.582,0.3805117526527871,0.31166994441432977,-1.5350000000000001,1.6879999999999997,0.151,0.287,0.485,1489,0
MAC000011-2013-04-30,0.048,2.279,0.32520888285912564,0.262702982955056,-1.3070001,1.3699999999999999,0.139,0.239,0.403,1441,0
MAC000011-2013-05-31,0.04,1.647,0.32729482860980524,0.2526967312439636,-0.8970001000000001,1.029,0.15,0.242,0.411,1489,0
MAC000011-2013-06-30,0.041,1.988,0.2791970854961832,0.2376884434697723,-1.063,1.22,0.127,0.194,0.337,1441,0
MAC000011-2013-07-31,0.053,1.268,0.22209267971793148,0.15677095170936056,-0.978,0.917,0.124,0.175,0.265,1489,0
MAC000011-2013-08-31,0.052,1.142,0.22341235735392884,0.1557934059274421,-0.8510000999999999,0.84,0.12,0.173,0.279,1489,0
MAC000011-2013-09-30,0.046,1.4349999,0.2308570435808466,0.19023200036685667,-0.9849999,0.8549999000000001,0.112,0.16,0.283,1441,0
MAC000011-2013-10-31,0.053,1.507,0.25226997978509064,0.19692901897950976,-0.8360000000000001,0.7679999999999999,0.117,0.189,0.318,1489,0
MAC000011-2013-11-30,0.046,1.61,0.26905690506592644,0.20573935718250477,-1.3030000000000002,0.7639999999999999,0.122,0.212,0.353,1441,0
