sample_name,min,max,mean,std,diff_min,diff_max,q25,q50,q75,count,count_nan
MAC000028-2013-09-30,0.0,1.6569999,0.01628036079111728,0.06039046791775424,-1.3599999,1.5369999,0.0,0.006,0.007,1441,0
MAC000028-2013-10-31,0.006,1.212,0.05684083044982699,0.12015295053193731,-0.597,0.999,0.007,0.007,0.007,289,0
MAC000029-2011-12-31,0.01,1.6849999,0.0852005096006797,0.15485075667010717,-1.5449999,1.0189998999999998,0.044,0.058,0.07,1177,0
MAC000029-2012-01-31,0.01,1.722,0.07637340503693754,0.12913091061523055,-1.0220000000000002,1.321,0.035,0.058,0.062,1489,0
MAC000029-2012-02-29,0.01,1.299,0.07164034465183058,0.11337621430905843,-1.0550000000000002,1.002,0.026,0.057,0.062,1393,0
MAC000029-2012-03-31,0.01,1.72,0.07614506386836803,0.13683687349238388,-1.198,1.4470001000000001,0.049,0.058,0.066,1489,0
MAC000029-2012-04-30,0.01,1.748,0.0823324080499653,0.1588435371061027,-1.6369999,1.593,0.052,0.057,0.073,1441,0
MAC000029-2012-05-31,0.01,1.7,0.07178710550705171,0.11748286806203993,-1.226,1.286,0.054,0.057,0.059,1489,0
MAC000029-2012-06-30,0.0,2.0780001,0.07772777791666667,0.12658919449827952,-1.198,1.2660000999999999,0.047,0.055,0.086,1440,0
MAC000029-2012-07-31,0.0,1.762,0.0658354600402955,0.0832629945931698,-1.307,1.406,0.047,0.051,0.058,1489,0
MAC000029-2012-08-31,0.0,1.943,0.06602417730020148,0.07896928051165014,-1.0350000000000001,1.738,0.047,0.048,0.057,1489,0
MAC000029-2012-09-30,0.0,1.878,0.07229007640527411,0.11331668681740266,-1.332,1.4779999999999998,0.047,0.053,0.066,1441,0
MAC000029-2012-10-31,0.0,1.8940001,0.09114506400268638,0.18784487554889853,-1.434,1.7660000999999999,0.047,0.051,0.08,1489,0
MAC000029-2012-11-30,0.0,1.753,0.07883275503122832,0.15009371768110463,-1.2530000000000001,1.0570000000000002,0.046,0.05,0.063,1441,0
MAC000029-2012-12-31,0.0,2.1029999,0.08713498972464741,0.16032075346589486,-1.0369999,1.508,0.047,0.054,0.089,1489,1
MAC000029-2013-01-31,0.0,1.9119999,0.07426057750167898,0.12156190214866776,-1.399,1.568,0.042,0.054,0.078,1489,0
MAC000029-2013-02-28,0.0,1.793,0.061371747211895915,0.096250951318714,-1.0270000000000001,1.2469999999999999,0.015,0.049,0.059,1345,0
MAC000029-2013-03-31,0.0,1.774,0.05829550033579584,0.09009405919697971,-1.1760000000000002,1.242,0.014,0.047,0.06,1489,0
MAC000029-2013-04-30,0.0,1.875,0.07161415690492713,0.1331141628480923,-1.2409999999999999,1.429,0.039,0.056,0.06,1441,0
MAC000029-2013-05-31,0.0,1.774,0.0625466756212223,0.11020871879125732,-1.272,1.451,0.034,0.054,0.058,1489,0
MAC000029-2013-06-30,0.0,1.2460001,0.06429979188063845,0.0925452544189628,-1.1019999999999999,1.1860001,0.053,0.055,0.058,1441,0
MAC000029-2013-07-31,0.009,1.584,0.07654533250503694,0.11411947093966028,-1.238,1.1800000000000002,0.054,0.056,0.062,1489,0
MAC000029-2013-08-31,0.009,1.148,0.05443451981195433,0.07022516525052461,-0.967,0.9339999999999999,0.023,0.055,0.057,1489,0
MAC000029-2013-09-30,0.009,1.252,0.05860027758501041,0.07896379163142922,-1.172,1.115,0.021,0.055,0.058,1441,0
MAC000029-2013-10-31,0.009,1.23,0.06809536601746138,0.09452255682467056,-1.06,1.16,0.045,0.055,0.06,1489,0
MAC000029-2013-11-30,0.009,1.473,0.06306088180545837,0.10023654072449015,-0.8320000000000001,1.185,0.017,0.055,0.059,1429,0
MAC000029-2013-12-31,0.009,2.05,0.07055204828744123,0.13613982170797564,-1.7279999999999998,1.617,0.022,0.055,0.06,1489,0
MAC000029-2014-01-31,0.009,1.271,0.062427132370718605,0.0980213609790154,-0.9240001,1.218,0.02,0.055,0.059,1489,0
MAC000029-2014-02-28,0.009,1.279,0.06346841309707241,0.11330414861990767,-1.125,1.016,0.02225,0.055,0.058,1298,0
MAC000030-2011-12-31,0.045,4.0939999,0.35937606146010187,0.45650149139485696,-2.1739999,1.4950001,0.087,0.161,0.4435,1178,0
MAC000030-2012-01-31,0.044,3.227,0.2798616521155138,0.3547147307531266,-2.372,2.286,0.085,0.144,0.301,1489,0
MAC000030-2012-02-29,0.045,2.7190001,0.25809260674802587,0.33325775562305454,-1.2050001,1.7580000999999998,0.089,0.142,0.259,1393,0
MAC000030-2012-03-31,0.032,2.3069999,0.15882135634654132,0.2312257300378358,-1.767,1.736,0.053,0.088,0.142,1489,0
MAC000030-2012-04-30,0.032,2.2809999,0.19575988924358084,0.3066559758817854,-1.4690001,1.579,0.058,0.089,0.166,1441,0
MAC000030-2012-05-31,0.047,2.322,0.21942175950302217,0.2768401007781213,-1.2240001,2.02,0.084,0.129,0.207,1489,0
MAC000030-2012-06-30,0.048,2.175,0.20435392116585707,0.23338434630821128,-1.2719999999999998,1.718,0.09,0.127,0.206,1441,0
MAC000030-2012-07-31,0.039,1.842,0.11945466749496306,0.14861744764932786,-1.1320000000000001,1.2389999999999999,0.063,0.095,0.126,1489,0
MAC000030-2012-08-31,0.04,0.84,0.09746877098723976,0.06475952621132162,-0.597,0.695,0.062,0.091,0.12,1489,0
MAC000030-2012-09-30,0.04,2.1110001,0.23326786932685634,0.2825691486223138,-1.177,1.423,0.089,0.135,0.225,1441,0
MAC000030-2012-10-31,0.048,2.7490001,0.2756572584005376,0.3278033803379178,-1.5699999999999998,1.7370001,0.09375,0.142,0.29925,1488,0
MAC000030-2012-11-30,0.047,2.155,0.24136571825121442,0.28351191451654134,-1.2690000000000001,1.758,0.089,0.134,0.255,1441,0
MAC000030-2012-12-31,0.046,3.1129999,0.3637306918065816,0.41546226807882997,-2.1190001,2.07,0.119,0.198,0.452,1489,1
MAC000030-2013-01-31,0.047,3.0710001,0.3123109470114171,0.3584899290843579,-1.3149999,1.6910001000000001,0.113,0.187,0.337,1489,0
MAC000030-2013-02-28,0.056,2.1659999,0.3320133831226766,0.36216143485331886,-1.431,1.3619999999999999,0.112,0.19,0.378,1345,0
MAC000030-2013-03-31,0.046,2.299,0.24233243781061115,0.29497443604051093,-1.292,1.9269999,0.085,0.13,0.254,1489,0
MAC000030-2013-04-30,0.046,2.8010001,0.22726509389312977,0.2801730259052399,-1.3060000999999999,1.9400001,0.091,0.128,0.222,1441,0
MAC000030-2013-05-31,0.045,1.973,0.22369644042981868,0.23302503502440985,-1.202,1.251,0.101,0.139,0.241,1489,0
MAC000030-2013-06-30,0.058,1.687,0.1732595419847328,0.1871944601864924,-1.309,0.9099999999999999,0.095,0.118,0.155,1441,0
MAC000030-2013-07-31,0.051,2.0810001,0.20288986486486485,0.19783852459461695,-1.5959999,1.9230000999999999,0.136,0.1515,0.187,1480,0
MAC000030-2013-08-31,0.044,1.881,0.1227918065815984,0.10884765254740612,-0.8539999999999999,0.854,0.082,0.123,0.134,1489,0
MAC000030-2013-09-30,0.051,2.9630001,0.21739694607911175,0.29740786714558165,-1.4970001,2.2659999,0.097,0.13,0.185,1441,0
MAC000030-2013-10-31,0.053,1.969,0.2847065143049026,0.2917285343575351,-0.963,1.53,0.118,0.173,0.317,1489,0
MAC000030-2013-11-30,0.049,2.6930001,0.2831603051353227,0.3052645500751967,-2.024,1.769,0.114,0.175,0.317,1441,0
MAC000030-2013-12-31,0.047,3.0309999,0.27781799852249833,0.33355574272216104,-2.0140001,1.6049999,0.103,0.156,0.289,1489,0
MAC000030-2014-01-31,0.047,2.2820001,0.27302755362903225,0.2986763420973495,-1.1669999999999998,1.535,0.112,0.16,0.305,1488,0
MAC000030-2014-02-28,0.045,2.3410001,0.2688389828967642,0.2941430286933682,-1.333,1.376,0.114,0.168,0.30174999999999996,1298,0
MAC000032-2011-12-31,0.0,3.3399999,0.33963265323129255,0.6310609398883957,-1.584,3.2729999,0.021,0.053,0.17475,1176,0
MAC000032-2012-01-31,0.0,2.635,0.3818831424445937,0.6331096357938334,-1.429,2.5940001,0.039,0.067,0.3,1489,0
MAC000032-2012-02-29,0.0,3.198,0.39281407020818376,0.6772500133419401,-1.8559999999999999,3.188,0.028,0.059,0.296,1393,0
MAC000032-2012-03-31,0.0,2.7820001,0.24835795849563466,0.5175679849170113,-2.214,2.757,0.026,0.052,0.12,1489,0
MAC000032-2012-04-30,0.0,2.7980001,0.2569861111805556,0.5450885438491604,-1.6649999999999998,2.7880001,0.022,0.049,0.10425,1440,0
MAC000032-2012-05-31,0.008,2.7219999,0.1991820012760242,0.3960303174369549,-2.0720001000000003,2.7119999000000004,0.039,0.06,0.134,1489,0
MAC000032-2012-06-30,0.0,2.717,0.12799930603747398,0.2825467234786947,-1.4070000999999999,2.5949999999999998,0.026,0.047,0.081,1441,0
MAC000032-2012-07-31,0.0,1.464,0.13518695373234701,0.21575762535058016,-1.0309998999999999,1.412,0.039,0.061,0.1425,1487,0
MAC000032-2012-08-31,0.001,1.5089999,0.13104230993955673,0.21095663636334339,-1.1529999999999998,1.4989999,0.04,0.063,0.128,1489,0
MAC000032-2012-09-30,0.007,1.954,0.15261736097222223,0.2679201565455735,-1.61,1.48,0.036,0.061,0.143,1440,0
MAC000032-2012-10-31,0.011,3.2939999,0.18858439804976462,0.2812987357086307,-1.1789999999999998,2.0340001,0.057,0.112,0.2125,1487,0
MAC000032-2012-11-30,0.0,3.115,0.331793199167245,0.573794576694115,-1.49,3.007,0.049,0.086,0.212,1441,0
MAC000032-2012-12-31,0.0,3.072,0.4058905305574211,0.6681531038666524,-2.2979999999999996,3.0140000000000002,0.037,0.062,0.344,1489,1
MAC000032-2013-01-31,0.0,3.1760001,0.46792814009402284,0.731839579008898,-1.375,3.0350001,0.054,0.1,0.497,1489,0
MAC000032-2013-02-28,0.0,3.1470001,0.5092609649070632,0.7846950289632796,-1.577,3.0480001,0.048,0.101,0.658,1345,0
MAC000032-2013-03-31,0.0,3.2309999,0.49928225698924733,0.7846353872829567,-1.5089999,3.1950000000000003,0.044,0.081,0.664,1488,0
MAC000032-2013-04-30,0.0,3.177,0.30995211762664815,0.6134645780530654,-1.4830001000000002,3.16,0.029,0.054,0.152,1441,0
MAC000032-2013-05-31,0.0,1.992,0.13988582914707856,0.27566890247665043,-1.4489999,1.992,0.023,0.047,0.092,1489,0
MAC000032-2013-06-30,0.0,1.457,0.10058223476752255,0.21967005761870492,-1.375,1.457,0.017,0.038,0.074,1441,0
MAC000032-2013-07-31,0.0,1.454,0.09752585641370047,0.19977178470830056,-1.3680001000000002,1.45,0.026,0.048,0.076,1489,0
MAC000032-2013-08-31,0.0,1.45,0.09932236400268636,0.2124191327211857,-1.435,1.45,0.022,0.046,0.077,1489,0
MAC000032-2013-09-30,0.0,1.451,0.11841984746703678,0.23374390577973522,-1.433,1.435,0.025,0.051,0.089,1441,0
MAC000032-2013-10-31,0.0,2.6210001,0.21011014110141035,0.42013956387630597,-1.6290001,2.579,0.034,0.059,0.129,1489,0
MAC000032-2013-11-30,0.0,3.2019999,0.3410610684941013,0.6023402445289214,-1.4410000999999997,3.0689999,0.024,0.057,0.179,1441,0
MAC000032-2013-12-31,0.0,2.6589999,0.3622968420416387,0.6164786503212654,-1.633,2.5949999000000004,0.034,0.062,0.231,1489,0
MAC000032-2014-01-31,0.0,2.589,0.3594412364002686,0.608559508903535,-1.28,2.535,0.036,0.062,0.216,1489,0
MAC000032-2014-02-28,0.0,2.638,0.3622835137134052,0.611492548177728,-1.355,2.5789999999999997,0.03325,0.063,0.23575,1298,0
MAC000033-2011-12-31,0.025,1.011,0.16044633730834754,0.11384705838023777,-0.7529999999999999,0.8379999999999999,0.089,0.1395,0.193,1174,0
MAC000033-2012-01-31,0.026,1.062,0.16337273337810612,0.12821059135081747,-0.8480000000000001,0.784,0.085,0.138,0.189,1489,0
MAC000033-2012-02-29,0.025,1.251,0.2513821838362069,0.22177825611861635,-0.675,0.647,0.083,0.162,0.38025,1392,0
MAC000033-2012-03-31,0.034,1.087,0.1852162524513096,0.14521687569279285,-0.7849999999999999,0.824,0.085,0.15,0.239,1489,0
MAC000033-2012-04-30,0.022,1.044,0.15992921589174183,0.1255665963090128,-0.7640001000000001,0.8160000000000001,0.082,0.129,0.191,1441,0
MAC000033-2012-05-31,0.028,0.972,0.14526460711887174,0.10414659509245423,-0.77,0.752,0.083,0.121,0.174,1489,0
MAC000033-2012-06-30,0.023,0.883,0.1475766828591256,0.10884609986551375,-0.6699999999999999,0.717,0.085,0.123,0.175,1441,0
MAC000033-2012-07-31,0.032,1.142,0.13607253190060442,0.10093211470388705,-0.6559999999999999,1.0539999999999998,0.081,0.11,0.16,1489,0
MAC000033-2012-08-31,0.023,1.353,0.14025184687709874,0.11040611906637754,-1.191,1.152,0.079,0.109,0.159,1489,0
MAC000033-2012-09-30,0.02,0.924,0.15693615544760584,0.11302988213023947,-0.782,0.782,0.084,0.13,0.193,1441,0
MAC000033-2012-10-31,0.022,1.008,0.13815110812625922,0.10053900102078692,-0.775,0.904,0.073,0.117,0.173,1489,0
MAC000033-2012-11-30,0.02,0.769,0.14091603053435114,0.10276103225341769,-0.563,0.567,0.072,0.124,0.175,1441,0
MAC000033-2012-12-31,0.015,0.854,0.15340832773673607,0.11419054103464521,-0.585,0.604,0.076,0.137,0.189,1489,1
MAC000033-2013-01-31,0.022,0.955,0.15838616521155138,0.10559713383450044,-0.6279999999999999,0.5419999999999999,0.084,0.146,0.198,1489,0
MAC000033-2013-02-28,0.03,1.0930001,0.1651048327881041,0.12833754555210292,-0.731,0.9019999999999999,0.079,0.145,0.201,1345,0
MAC000033-2013-03-31,0.02,0.807,0.161690188172043,0.1116454608506123,-0.602,0.556,0.081,0.148,0.205,1488,0
MAC000033-2013-04-30,0.019,0.791,0.1562886884108258,0.1050297375403387,-0.5840000000000001,0.663,0.081,0.143,0.199,1441,0
MAC000033-2013-05-31,0.016,0.963,0.15218132975151108,0.10895325845302486,-0.571,0.7629999999999999,0.082,0.129,0.189,1489,0
MAC000033-2013-06-30,0.015,1.1289999,0.15211450374739766,0.11534184070108595,-0.9039999,1.034,0.083,0.132,0.182,1441,0
MAC000033-2013-07-31,0.019,1.854,0.16483814640698455,0.13917290259840115,-1.4900000000000002,1.0690001,0.082,0.131,0.197,1489,0
MAC000033-2013-08-31,0.025,1.502,0.14794425789120214,0.11305697361597057,-0.818,0.979,0.082,0.121,0.178,1489,0
MAC000033-2013-09-30,0.02,1.461,0.15523525336571825,0.12049426406036212,-0.8610001,0.92,0.081,0.129,0.193,1441,0
MAC000033-2013-10-31,0.018,0.877,0.15188045668233716,0.10734810073797003,-0.44999999999999996,0.643,0.076,0.128,0.2,1489,0
MAC000033-2013-11-30,0.02,0.887,0.163205412907703,0.11879960133028915,-0.659,0.571,0.073,0.146,0.214,1441,0
MAC000033-2013-12-31,0.019,1.591,0.15358898596373405,0.11223977270879697,-1.081,0.994,0.078,0.14,0.195,1489,0
MAC000033-2014-01-31,0.019,1.066,0.150119623655914,0.1054420378230391,-0.681,0.9380000000000001,0.07675,0.137,0.186,1488,0
MAC000033-2014-02-28,0.019,0.798,0.1532295839753467,0.09963299494034529,-0.5609999999999999,0.602,0.081,0.144,0.193,1298,0
MAC000034-2011-12-31,0.029,4.829,0.6300621264680851,1.0520860423876606,-2.4840001000000003,4.71,0.096,0.185,0.4505,1175,0
MAC000034-2012-01-31,0.032,6.3280001,1.0227676278710545,1.5565865323008217,-2.3099998999999998,6.178000099999999,0.119,0.22,1.5369999,1489,0
MAC000034-2012-02-29,0.028,6.381,1.2282577155778895,1.9362706865988824,-2.6139999,6.179,0.108,0.194,1.824,1393,0
MAC000034-2012-03-31,0.029,6.395,1.0922458034922766,1.7276992249588385,-2.5079998000000003,6.2059999999999995,0.113,0.201,1.574,1489,0
MAC000034-2012-04-30,0.033,4.941,0.7608868837612769,1.149379279985627,-2.1299999,4.878,0.114,0.191,0.993,1441,0
MAC000034-2012-05-31,0.025,3.4760001,0.36121423774345196,0.5971414375720084,-2.4190000000000005,3.3320001,0.098,0.161,0.269,1489,0
MAC000034-2012-06-30,0.025,2.612,0.16250173490631506,0.1777605406615697,-2.499,2.31,0.071,0.119,0.186,1441,0
MAC000034-2012-07-31,0.041,2.727,0.1413230356615178,0.14710813091873007,-2.3569999999999998,2.489,0.071,0.121,0.174,1489,0
MAC000034-2012-08-31,0.041,2.6099999,0.14140860208333333,0.12903891562592296,-1.9899999,2.4329999,0.071,0.121,0.17825,1488,0
MAC000034-2012-09-30,0.034,2.0020001,0.12570229014573212,0.11956293013892053,-1.8780001,1.6810001,0.065,0.111,0.158,1441,0
MAC000034-2012-10-31,0.03,1.896,0.13092478173270652,0.0968019454878772,-1.831,1.7429999999999999,0.063,0.114,0.174,1489,0
MAC000034-2012-11-30,0.03,3.892,0.6262359470506593,0.9432082120148625,-1.7969999,3.641,0.108,0.183,0.743,1441,0
MAC000034-2012-12-31,0.029,3.8789999,0.6967233039623908,0.9919177726735461,-1.962,3.345,0.109,0.193,0.893,1489,1
MAC000034-2013-01-31,0.03,6.0939999,0.8876756188045668,1.3778172386016394,-2.386,5.9099999,0.104,0.184,1.1160001,1489,0
MAC000034-2013-02-28,0.024,6.5279999,1.1338959118215615,1.6812044427393744,-2.77,5.990999899999999,0.111,0.203,1.669,1345,0
MAC000034-2013-03-31,0.027,6.2839999,1.1587024873069174,1.690519821775687,-2.7849999,5.943,0.113,0.218,1.6849999,1489,0
MAC000034-2013-04-30,0.026,5.8309999,0.7806773072172102,1.287365979445305,-2.976,5.6549999,0.108,0.178,0.692,1441,0
MAC000034-2013-05-31,0.027,1.842,0.2512498320349228,0.2401343890205249,-1.752,1.7040000000000002,0.099,0.161,0.333,1489,0
MAC000034-2013-06-30,0.026,1.831,0.18826092990978485,0.17725420753969007,-1.4989999999999999,1.641,0.088,0.13,0.206,1441,0
MAC000034-2013-07-31,0.028,1.534,0.12585426460711888,0.07147373086604,-1.3980000000000001,1.438,0.087,0.113,0.151,1489,0
MAC000034-2013-08-31,0.023,1.404,0.13047414372061786,0.09012513423898423,-1.2469999999999999,1.2409999999999999,0.084,0.106,0.158,1489,0
MAC000034-2013-09-30,0.045,2.0699999,0.13135461478140179,0.09906349466406407,-1.9069999,1.9119999,0.079,0.112,0.167,1441,0
MAC000034-2013-10-31,0.042,1.712,0.1341443922095366,0.105700714752758,-1.592,1.458,0.071,0.108,0.173,1489,0
MAC000034-2013-11-30,0.034,2.2260001,0.3280117965995836,0.4549029698069863,-1.3130000000000002,1.8569999000000001,0.085,0.163,0.316,1441,0
MAC000034-2013-12-31,0.032,6.3379998,0.8377804714478114,1.2802189563283821,-1.9629997999999995,6.0189998000000005,0.09,0.157,1.1950001,1485,0
MAC000034-2014-01-31,0.03,6.5100002,1.1103626606447279,1.7081881727232153,-2.3589998,6.301000200000001,0.115,0.177,1.694,1489,0
MAC000034-2014-02-28,0.029,6.289,1.121799691063174,1.747317001187776,-2.391,6.0589999,0.109,0.17,1.74475,1298,0
MAC000035-2011-12-31,0.084,2.402,0.5467674620102214,0.4208736524728042,-1.3580001,1.4200000000000002,0.216,0.4335,0.709,1174,0
MAC000035-2012-01-31,0.101,3.2179999,0.548147749832102,0.44385248236179875,-1.987,2.4289999,0.201,0.396,0.721,1489,0
MAC000035-2012-02-29,0.084,3.214,0.7890200996410625,0.6237180403596971,-1.3740001000000002,1.387,0.321,0.582,1.1059999,1393,0
MAC000035-2012-03-31,0.096,2.335,0.4013975820013431,0.33626919718835074,-1.6829999,1.282,0.15,0.281,0.509,1489,0
MAC000035-2012-04-30,0.079,2.362,0.49720749507286605,0.3801456861817095,-1.2389999999999999,1.236,0.209,0.418,0.679,1441,0
MAC000035-2012-05-31,0.087,2.4960001,0.4133008727333781,0.3035291374730579,-0.938,1.8650000999999998,0.202,0.316,0.558,1489,0
MAC000035-2012-06-30,0.099,1.745,0.3253809855655795,0.24490344797299476,-1.064,1.159,0.136,0.251,0.434,1441,0
MAC000035-2012-07-31,0.093,2.9809999,0.2847085291470786,0.2516530499789811,-1.8259999,2.1020001,0.126,0.197,0.349,1489,0
MAC000035-2012-08-31,0.099,2.4100001,0.24333713895231698,0.23864215844808978,-2.0010001,2.1520001,0.126,0.139,0.272,1489,0
MAC000035-2012-09-30,0.072,2.118,0.41943858403886186,0.29779946935893004,-1.1480000000000001,1.0020000000000002,0.217,0.307,0.529,1441,0
MAC000035-2012-10-31,0.111,2.487,0.46762726635325724,0.34582917474842345,-0.9509999,1.4820000000000002,0.226,0.338,0.561,1489,0
MAC000035-2012-11-30,0.101,2.8269999,0.5361895186647523,0.42132467060318796,-1.3420001,1.626,0.183,0.448,0.728,1393,0
MAC000035-2012-12-31,0.103,2.375,0.512145063062458,0.36650522479950404,-1.0670000000000002,1.278,0.226,0.445,0.662,1489,1
MAC000035-2013-01-31,0.103,3.217,0.6584728010073875,0.49086400826712734,-1.415,1.613,0.385,0.516,0.807,1489,0
MAC000035-2013-02-28,0.103,2.727,0.6606386620074349,0.41735328005501404,-1.2800001,1.9009999999999998,0.433,0.544,0.819,1345,0
MAC000035-2013-03-31,0.117,2.641,0.7327434511752854,0.4044102375165928,-1.2020000999999998,1.6780001,0.463,0.574,0.864,1489,0
MAC000035-2013-04-30,0.072,2.3410001,0.4196069442361111,0.35350512042937127,-1.1260000000000001,1.184,0.14,0.307,0.539,1440,0
MAC000035-2013-05-31,0.073,2.2750001,0.2718052386165211,0.2726307271980521,-1.7769998999999999,1.7999998999999998,0.109,0.14,0.353,1489,0
MAC000035-2013-06-30,0.111,1.854,0.32867730763358777,0.26776184159848615,-1.189,1.212,0.137,0.217,0.435,1441,0
MAC000035-2013-07-31,0.106,2.0510001,0.3208072534586971,0.22844162412251764,-1.1440001,1.5510001,0.139,0.242,0.415,1489,0
MAC000035-2013-08-31,0.081,2.21,0.3264627268636669,0.24887935205044862,-1.585,1.327,0.142,0.24,0.434,1489,0
MAC000035-2013-09-30,0.109,2.04,0.3765361113194444,0.27778559037942663,-0.978,1.383,0.191,0.2835,0.46924999999999994,1440,0
MAC000035-2013-10-31,0.106,2.3629999,0.38167629261249164,0.2743640510818364,-1.254,1.3359999999999999,0.21,0.281,0.459,1489,0
MAC000035-2013-11-30,0.113,2.526,0.47728105489243583,0.317180825429216,-1.5299999999999998,1.255,0.223,0.423,0.602,1441,0
MAC000035-2013-12-31,0.085,2.142,0.6428394898589658,0.35525592706849896,-1.6700000000000002,1.192,0.404,0.556,0.807,1489,0
MAC000035-2014-01-31,0.19,3.161,0.575643384754869,0.3565296153310565,-1.4769999,1.311,0.262,0.529,0.754,1489,0
MAC000035-2014-02-28,0.198,2.385,0.6954098615562404,0.3150473727723666,-1.2789999,1.3070000999999998,0.532,0.5865,0.8,1298,0
MAC000036-2011-12-31,0.0,0.354,0.05503076923076923,0.06738704322633875,-0.31,0.316,0.006,0.042,0.061,1170,0
MAC000036-2012-01-31,0.0,0.421,0.053635325721961044,0.06749428979165965,-0.413,0.362,0.006,0.041,0.061,1489,0
MAC000036-2012-02-29,0.0,0.701,0.05783105679367361,0.07852497791839119,-0.472,0.63,0.004,0.04,0.061,1391,0
MAC000036-2012-03-31,0.0,0.43,0.056856279382135666,0.07029561831407742,-0.315,0.392,0.006,0.043,0.062,1489,0
MAC000036-2012-04-30,0.0,0.482,0.058083275503122825,0.07166575584178776,-0.45199999999999996,0.478,0.007,0.042,0.066,1441,0
MAC000036-2012-05-31,0.0,0.441,0.05737541974479517,0.06657844199450576,-0.387,0.441,0.011,0.043,0.067,1489,0
MAC000036-2012-06-30,0.0,0.46,0.05934975711311589,0.06542782135477712,-0.42200000000000004,0.44,0.014,0.044,0.07,1441,0
MAC000036-2012-07-31,0.0,0.384,0.058546004029550035,0.06264601813245707,-0.314,0.331,0.014,0.045,0.07,1489,0
MAC000036-2012-08-31,0.0,0.458,0.06317797179314977,0.06623289917999091,-0.405,0.458,0.021,0.049,0.076,1489,0
MAC000036-2012-09-30,0.0,0.427,0.05705690492713393,0.05889798934148285,-0.362,0.427,0.014,0.045,0.07,1441,0
MAC000036-2012-10-31,0.0,0.397,0.05558629952988583,0.06080936610193665,-0.35200000000000004,0.35000000000000003,0.008,0.044,0.067,1489,0
MAC000036-2012-11-30,0.0,0.278,0.05129131652661065,0.059508560971341495,-0.228,0.275,0.006,0.04,0.062,357,0
